SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22025,1630530,0022500429,"DEC 26, 2025",NOP vs. PHX,L,36,8,16,0.5,1,3,0.333,2,3,0.667,1,2,3,3,4,0,1,4,19,-14,1
22025,1630534,0022500425,"DEC 26, 2025",TOR @ WAS,L,26,4,9,0.444,0,3,0.0,0,0,,0,3,3,0,2,0,1,3,8,-10,1
22025,1630544,0022500424,"DEC 26, 2025",CHA @ ORL,W,8,0,2,0.0,0,2,0.0,0,0,,0,2,2,3,0,0,0,0,0,5,1
22025,1630551,0022500425,"DEC 26, 2025",WAS vs. TOR,W,22,3,4,0.75,2,2,1.0,0,0,,1,6,7,2,1,1,0,2,8,10,1
22025,1630552,0022500423,"DEC 26, 2025",ATL vs. MIA,L,38,10,17,0.588,1,6,0.167,3,4,0.75,0,9,9,10,1,0,4,2,24,-5,1
22025,1630558,0022500423,"DEC 26, 2025",MIA @ ATL,W,29,3,8,0.375,0,2,0.0,0,0,,0,1,1,7,2,0,2,4,6,15,1
22025,1630567,0022500425,"DEC 26, 2025",TOR @ WAS,L,29,6,14,0.429,0,2,0.0,2,2,1.0,2,2,4,7,0,0,3,0,14,-29,1
22025,1630568,0022500426,"DEC 26, 2025",BOS @ IND,W,27,5,5,1.0,1,1,1.0,4,6,0.667,2,2,4,2,0,0,0,4,15,26,1
22025,1630572,0022500425,"DEC 26, 2025",TOR @ WAS,L,33,5,9,0.556,3,6,0.5,0,0,,4,7,11,2,2,1,1,4,13,-7,1
22025,1630573,0022500426,"DEC 26, 2025",BOS @ IND,W,17,7,8,0.875,7,8,0.875,2,2,1.0,3,1,4,0,0,0,1,0,23,17,1
22025,1630579,0022500428,"DEC 26, 2025",MIL @ MEM,L,19,1,2,0.5,0,0,,0,0,,1,4,5,0,0,0,2,4,2,2,1
22025,1630581,0022500427,"DEC 26, 2025",CHI vs. PHI,W,33,3,12,0.25,1,6,0.167,5,6,0.833,1,5,6,11,1,0,5,1,12,6,1
22025,1630583,0022500428,"DEC 26, 2025",MEM vs. MIL,W,30,4,10,0.4,1,5,0.2,3,3,1.0,1,6,7,3,0,1,1,0,12,3,1
22025,1630595,0022500430,"DEC 26, 2025",DET @ UTA,L,37,10,19,0.526,3,6,0.5,6,9,0.667,0,5,5,17,2,2,4,3,29,-1,1
22025,1630631,0022500429,"DEC 26, 2025",NOP vs. PHX,L,25,4,7,0.571,1,4,0.25,2,2,1.0,0,2,2,2,0,0,0,3,11,15,1
22025,1630639,0022500425,"DEC 26, 2025",TOR @ WAS,L,7,0,1,0.0,0,0,,2,2,1.0,0,1,1,0,1,0,0,0,2,-7,1
22025,1630643,0022500426,"DEC 26, 2025",IND vs. BOS,L,21,3,8,0.375,1,6,0.167,2,2,1.0,0,4,4,2,0,2,1,3,9,-2,1
22025,1630679,0022500426,"DEC 26, 2025",IND vs. BOS,L,26,4,9,0.444,3,7,0.429,0,0,,2,2,4,6,0,0,2,4,11,-8,1
22025,1630692,0022500429,"DEC 26, 2025",PHX @ NOP,W,20,2,9,0.222,0,6,0.0,0,0,,1,5,6,2,2,0,3,2,4,-4,1
22025,1630695,0022500426,"DEC 26, 2025",IND vs. BOS,L,18,2,2,1.0,1,1,1.0,4,4,1.0,0,1,1,0,0,1,0,0,9,-7,1
22025,1630696,0022500423,"DEC 26, 2025",MIA @ ATL,W,19,2,8,0.25,0,3,0.0,2,2,1.0,1,2,3,1,3,0,0,2,6,0,1
22025,1630700,0022500423,"DEC 26, 2025",ATL vs. MIA,L,36,4,6,0.667,0,1,0.0,0,0,,1,5,6,3,2,0,3,1,8,-14,1
22025,1630811,0022500423,"DEC 26, 2025",ATL vs. MIA,L,3,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,2,2,0,-2,1
22025,1631093,0022500430,"DEC 26, 2025",DET @ UTA,L,14,4,5,0.8,3,3,1.0,0,2,0.0,0,0,0,4,0,1,1,0,11,6,1
22025,1631094,0022500424,"DEC 26, 2025",ORL vs. CHA,L,31,4,13,0.308,0,2,0.0,5,6,0.833,1,4,5,2,2,1,1,3,13,-11,1
22025,1631097,0022500426,"DEC 26, 2025",IND vs. BOS,L,30,5,13,0.385,1,5,0.2,2,2,1.0,1,3,4,4,1,0,1,3,13,-13,1
22025,1631101,0022500431,"DEC 26, 2025",POR vs. LAC,L,32,7,19,0.368,2,6,0.333,0,0,,1,3,4,2,1,0,1,0,16,1,1
22025,1631103,0022500425,"DEC 26, 2025",WAS vs. TOR,W,3,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,1,0,3,3,1
22025,1631105,0022500430,"DEC 26, 2025",DET @ UTA,L,22,5,7,0.714,0,0,,1,1,1.0,2,2,4,0,0,0,4,5,11,-3,1
22025,1631107,0022500423,"DEC 26, 2025",MIA @ ATL,W,21,3,14,0.214,1,6,0.167,3,3,1.0,0,7,7,4,1,0,2,1,10,12,1
22025,1631109,0022500429,"DEC 26, 2025",PHX @ NOP,W,27,9,13,0.692,0,0,,6,8,0.75,4,9,13,2,2,1,3,3,24,14,1
22025,1631115,0022500424,"DEC 26, 2025",ORL vs. CHA,L,3,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1,1
22025,1631121,0022500429,"DEC 26, 2025",NOP vs. PHX,L,22,0,1,0.0,0,0,,4,6,0.667,0,0,0,1,1,0,2,5,4,10,1
22025,1631123,0022500429,"DEC 26, 2025",PHX @ NOP,W,12,1,6,0.167,0,3,0.0,1,2,0.5,1,1,2,2,0,0,0,1,3,-4,1
22025,1631126,0022500431,"DEC 26, 2025",POR vs. LAC,L,25,5,10,0.5,3,7,0.429,1,2,0.5,0,0,0,2,0,0,1,2,14,-17,1
22025,1631132,0022500428,"DEC 26, 2025",MEM vs. MIL,W,28,2,3,0.667,0,0,,0,0,,1,2,3,1,3,1,0,1,4,23,1
22025,1631133,0022500427,"DEC 26, 2025",PHI @ CHI,L,10,0,0,,0,0,,1,2,0.5,2,1,3,0,0,1,1,0,1,-6,1
22025,1631157,0022500428,"DEC 26, 2025",MIL @ MEM,L,23,5,12,0.417,2,4,0.5,3,5,0.6,0,4,4,5,2,0,2,5,15,-3,1
22025,1631170,0022500423,"DEC 26, 2025",MIA @ ATL,W,28,5,14,0.357,1,3,0.333,5,6,0.833,0,5,5,3,3,0,1,2,16,16,1
22025,1631200,0022500431,"DEC 26, 2025",POR vs. LAC,L,30,2,4,0.5,0,2,0.0,0,0,,2,5,7,3,4,0,3,2,4,5,1
22025,1631217,0022500424,"DEC 26, 2025",CHA @ ORL,W,33,3,4,0.75,0,0,,4,8,0.5,6,6,12,3,0,1,0,3,10,6,1
22025,1631221,0022500429,"DEC 26, 2025",PHX @ NOP,W,35,6,14,0.429,4,10,0.4,0,0,,1,2,3,9,1,1,4,3,16,3,1
22025,1631230,0022500427,"DEC 26, 2025",PHI @ CHI,L,27,2,3,0.667,0,0,,3,4,0.75,3,3,6,2,3,0,1,1,7,10,1
22025,1631243,0022500423,"DEC 26, 2025",ATL vs. MIA,L,11,0,0,,0,0,,4,5,0.8,1,4,5,0,0,0,0,3,4,3,1
22025,1631245,0022500426,"DEC 26, 2025",IND vs. BOS,L,16,2,5,0.4,0,1,0.0,2,2,1.0,0,3,3,1,0,0,0,4,6,3,1
22025,1631248,0022500426,"DEC 26, 2025",BOS @ IND,W,20,1,4,0.25,1,4,0.25,0,0,,2,3,5,1,0,0,0,1,3,18,1
22025,1631250,0022500428,"DEC 26, 2025",MIL @ MEM,L,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-2,1
22025,1631255,0022500429,"DEC 26, 2025",NOP vs. PHX,L,9,1,2,0.5,1,1,1.0,0,0,,1,2,3,0,0,0,0,1,3,4,1
22025,1631260,0022500428,"DEC 26, 2025",MIL @ MEM,L,35,7,13,0.538,6,11,0.545,0,0,,2,0,2,1,2,0,1,3,20,-23,1
22025,1631288,0022500424,"DEC 26, 2025",ORL vs. CHA,L,14,2,6,0.333,1,3,0.333,0,0,,1,0,1,1,1,0,1,5,5,-4,1
22025,1631321,0022500431,"DEC 26, 2025",POR vs. LAC,L,16,0,2,0.0,0,2,0.0,1,2,0.5,0,0,0,2,1,0,0,4,1,-10,1
22025,1641706,0022500424,"DEC 26, 2025",CHA @ ORL,W,36,5,16,0.313,2,5,0.4,3,4,0.75,0,1,1,0,0,1,3,3,15,11,1
22025,1641707,0022500430,"DEC 26, 2025",UTA vs. DET,W,4,0,0,,0,0,,0,0,,1,0,1,1,0,1,0,0,0,-1,1
22025,1641709,0022500430,"DEC 26, 2025",DET @ UTA,L,16,3,4,0.75,0,0,,2,4,0.5,1,5,6,0,1,0,3,2,8,-15,1
22025,1641710,0022500424,"DEC 26, 2025",ORL vs. CHA,L,36,8,17,0.471,4,7,0.571,4,4,1.0,1,2,3,4,2,1,2,4,24,-19,1
22025,1641711,0022500425,"DEC 26, 2025",TOR @ WAS,L,18,2,6,0.333,0,1,0.0,1,1,1.0,0,4,4,3,1,1,0,2,5,-2,1
22025,1641712,0022500431,"DEC 26, 2025",POR vs. LAC,L,13,2,2,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,1,5,-5,1
22025,1641713,0022500428,"DEC 26, 2025",MEM vs. MIL,W,22,3,8,0.375,0,3,0.0,1,3,0.333,0,5,5,1,2,1,0,3,7,10,1
22025,1641716,0022500426,"DEC 26, 2025",IND vs. BOS,L,18,4,9,0.444,4,7,0.571,0,0,,0,3,3,2,0,0,0,1,12,-19,1
22025,1641718,0022500430,"DEC 26, 2025",UTA vs. DET,W,35,12,22,0.545,5,10,0.5,2,2,1.0,0,7,7,8,2,1,2,3,31,10,1
22025,1641724,0022500424,"DEC 26, 2025",ORL vs. CHA,L,3,0,3,0.0,0,2,0.0,0,0,,1,0,1,1,0,0,0,0,0,3,1
22025,1641729,0022500430,"DEC 26, 2025",UTA vs. DET,W,33,7,15,0.467,3,8,0.375,3,4,0.75,2,0,2,2,2,0,3,3,20,1,1
22025,1641731,0022500425,"DEC 26, 2025",WAS vs. TOR,W,26,8,14,0.571,1,4,0.25,4,5,0.8,2,6,8,1,3,1,2,3,21,5,1
22025,1641737,0022500427,"DEC 26, 2025",PHI @ CHI,L,8,0,1,0.0,0,1,0.0,1,2,0.5,0,1,1,0,0,0,0,1,1,0,1
22025,1641739,0022500431,"DEC 26, 2025",POR vs. LAC,L,39,6,16,0.375,5,11,0.455,3,6,0.5,2,1,3,0,0,0,2,3,20,-18,1
22025,1641748,0022500428,"DEC 26, 2025",MIL @ MEM,L,3,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,1,1,3,-2,1
22025,1641757,0022500431,"DEC 26, 2025",LAC @ POR,W,14,1,1,1.0,1,1,1.0,0,0,,2,1,3,1,0,0,0,1,3,12,1
22025,1641774,0022500425,"DEC 26, 2025",WAS vs. TOR,W,3,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,1,0,3,1
22025,1641775,0022500426,"DEC 26, 2025",BOS @ IND,W,19,1,2,0.5,1,1,1.0,0,0,,0,2,2,3,0,0,0,4,3,-5,1
22025,1641783,0022500424,"DEC 26, 2025",ORL vs. CHA,L,22,3,8,0.375,1,2,0.5,1,1,1.0,1,1,2,2,0,1,0,1,8,-2,1
22025,1641790,0022500424,"DEC 26, 2025",CHA @ ORL,W,9,2,3,0.667,0,0,,3,4,0.75,1,3,4,0,1,0,1,2,7,5,1
22025,1641796,0022500423,"DEC 26, 2025",MIA @ ATL,W,30,9,13,0.692,3,4,0.75,0,0,,2,4,6,5,1,0,0,2,21,2,1
22025,1641824,0022500427,"DEC 26, 2025",CHI vs. PHI,W,20,3,10,0.3,2,6,0.333,2,2,1.0,2,6,8,0,0,3,3,5,10,-6,1
22025,1641842,0022500430,"DEC 26, 2025",DET @ UTA,L,19,4,6,0.667,0,0,,3,4,0.75,0,6,6,3,0,0,0,1,11,8,1
22025,1641871,0022500431,"DEC 26, 2025",POR vs. LAC,L,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1
22025,1642258,0022500423,"DEC 26, 2025",ATL vs. MIA,L,20,2,4,0.5,1,2,0.5,0,0,,0,0,0,0,0,2,2,1,5,-18,1
22025,1642259,0022500425,"DEC 26, 2025",WAS vs. TOR,W,24,7,9,0.778,1,1,1.0,0,0,,1,2,3,2,1,3,1,2,15,11,1
22025,1642266,0022500425,"DEC 26, 2025",TOR @ WAS,L,18,5,7,0.714,2,4,0.5,3,3,1.0,0,0,0,1,0,0,1,2,15,0,1
22025,1642267,0022500425,"DEC 26, 2025",WAS vs. TOR,W,22,5,8,0.625,4,7,0.571,1,2,0.5,1,3,4,4,0,0,0,2,15,17,1
22025,1642268,0022500430,"DEC 26, 2025",UTA vs. DET,W,29,3,6,0.5,1,2,0.5,2,2,1.0,0,1,1,9,2,1,5,3,9,-18,1
22025,1642270,0022500431,"DEC 26, 2025",POR vs. LAC,L,25,3,5,0.6,3,3,1.0,1,2,0.5,3,5,8,4,0,0,1,3,10,5,1
22025,1642271,0022500430,"DEC 26, 2025",UTA vs. DET,W,11,1,4,0.25,0,2,0.0,0,0,,1,3,4,0,1,0,1,0,2,-9,1
22025,1642272,0022500427,"DEC 26, 2025",PHI @ CHI,L,17,3,9,0.333,0,3,0.0,0,0,,0,3,3,0,2,0,0,3,6,3,1
22025,1642273,0022500425,"DEC 26, 2025",WAS vs. TOR,W,28,9,13,0.692,3,5,0.6,2,3,0.667,1,5,6,3,0,1,3,5,23,16,1
22025,1642274,0022500429,"DEC 26, 2025",NOP vs. PHX,L,18,3,4,0.75,0,0,,1,2,0.5,1,2,3,0,0,0,0,3,7,5,1
22025,1642275,0022500424,"DEC 26, 2025",CHA @ ORL,W,22,6,7,0.857,2,3,0.667,0,0,,3,6,9,1,0,1,1,2,14,-1,1
22025,1642276,0022500423,"DEC 26, 2025",MIA @ ATL,W,33,7,10,0.7,2,4,0.5,0,0,,4,9,13,0,1,1,3,1,16,6,1
22025,1642277,0022500426,"DEC 26, 2025",IND vs. BOS,L,18,3,5,0.6,2,4,0.5,1,2,0.5,1,1,2,0,0,0,1,3,9,-5,1
22025,1642285,0022500428,"DEC 26, 2025",MEM vs. MIL,W,26,4,6,0.667,3,5,0.6,8,8,1.0,2,3,5,5,1,0,3,1,19,14,1
22025,1642345,0022500429,"DEC 26, 2025",PHX @ NOP,W,21,3,3,1.0,0,0,,0,0,,2,3,5,1,0,1,0,5,6,-9,1
22025,1642346,0022500429,"DEC 26, 2025",PHX @ NOP,W,21,4,8,0.5,1,4,0.25,0,0,,4,4,8,1,1,1,1,3,9,1,1
22025,1642347,0022500425,"DEC 26, 2025",TOR @ WAS,L,19,2,8,0.25,2,7,0.286,0,0,,0,0,0,4,0,0,1,1,6,-27,1
22025,1642348,0022500427,"DEC 26, 2025",PHI @ CHI,L,4,0,1,0.0,0,1,0.0,0,0,,0,0,0,1,1,0,0,1,0,4,1
22025,1642353,0022500431,"DEC 26, 2025",LAC @ POR,W,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1
22025,1642358,0022500425,"DEC 26, 2025",WAS vs. TOR,W,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,3,1
22025,1642364,0022500425,"DEC 26, 2025",WAS vs. TOR,W,3,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,0,0,3,1
22025,1642367,0022500425,"DEC 26, 2025",TOR @ WAS,L,11,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,0,1
22025,1642377,0022500428,"DEC 26, 2025",MEM vs. MIL,W,29,4,8,0.5,3,6,0.5,3,4,0.75,0,2,2,3,1,0,2,3,14,18,1
22025,1642383,0022500430,"DEC 26, 2025",UTA vs. DET,W,9,0,1,0.0,0,1,0.0,0,0,,0,1,1,1,0,1,0,1,0,-7,1
22025,1642419,0022500425,"DEC 26, 2025",TOR @ WAS,L,10,0,3,0.0,0,2,0.0,0,0,,0,0,0,1,0,0,0,1,0,-4,1
22025,1642450,0022500430,"DEC 26, 2025",DET @ UTA,L,9,2,7,0.286,2,4,0.5,0,0,,0,0,0,2,3,0,1,2,6,3,1
22025,1642845,0022500427,"DEC 26, 2025",PHI @ CHI,L,33,4,13,0.308,0,5,0.0,2,2,1.0,4,3,7,3,1,0,1,4,10,-15,1
22025,1642846,0022500430,"DEC 26, 2025",UTA vs. DET,W,11,0,2,0.0,0,0,,0,0,,1,1,2,0,1,1,0,0,0,5,1
22025,1642847,0022500429,"DEC 26, 2025",NOP vs. PHX,L,17,4,7,0.571,0,0,,1,3,0.333,0,3,3,1,1,0,2,0,9,-12,1
22025,1642848,0022500425,"DEC 26, 2025",WAS vs. TOR,W,20,4,8,0.5,0,3,0.0,4,4,1.0,0,1,1,3,0,0,2,1,12,3,1
22025,1642851,0022500424,"DEC 26, 2025",CHA @ ORL,W,15,5,7,0.714,4,4,1.0,2,2,1.0,1,2,3,1,0,0,2,1,16,5,1
22025,1642852,0022500429,"DEC 26, 2025",NOP vs. PHX,L,20,3,9,0.333,0,1,0.0,1,4,0.25,3,4,7,2,1,0,3,0,7,-18,1
22025,1642853,0022500429,"DEC 26, 2025",PHX @ NOP,W,10,3,6,0.5,0,3,0.0,0,0,,1,0,1,0,0,0,0,2,6,-3,1
22025,1642854,0022500423,"DEC 26, 2025",ATL vs. MIA,L,12,1,2,0.5,0,1,0.0,0,0,,0,3,3,0,0,1,1,2,2,-13,1
22025,1642857,0022500423,"DEC 26, 2025",MIA @ ATL,W,16,2,4,0.5,2,3,0.667,2,2,1.0,1,1,2,1,1,0,0,1,8,1,1
22025,1642859,0022500424,"DEC 26, 2025",ORL vs. CHA,L,22,5,7,0.714,1,2,0.5,3,4,0.75,2,2,4,2,0,0,0,2,14,-4,1
22025,1642860,0022500425,"DEC 26, 2025",WAS vs. TOR,W,16,3,7,0.429,0,0,,2,2,1.0,0,2,2,2,1,0,0,1,8,6,1
22025,1642864,0022500426,"DEC 26, 2025",BOS @ IND,W,12,0,1,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,0,0,0,-13,1
22025,1642869,0022500424,"DEC 26, 2025",ORL vs. CHA,L,11,0,3,0.0,0,2,0.0,0,0,,0,1,1,1,1,0,0,0,0,-6,1
22025,1642877,0022500429,"DEC 26, 2025",NOP vs. PHX,L,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,1
22025,1642880,0022500426,"DEC 26, 2025",IND vs. BOS,L,7,2,2,1.0,0,0,,0,0,,0,0,0,2,0,0,0,1,4,6,1
22025,1642883,0022500424,"DEC 26, 2025",CHA @ ORL,W,21,0,2,0.0,0,2,0.0,0,0,,1,2,3,2,0,0,0,2,0,8,1
22025,1642907,0022500428,"DEC 26, 2025",MEM vs. MIL,W,25,5,9,0.556,3,5,0.6,2,2,1.0,2,3,5,2,1,0,0,2,15,-2,1
22025,1642914,0022500428,"DEC 26, 2025",MEM vs. MIL,W,2,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,3,1
22025,1642920,0022500431,"DEC 26, 2025",LAC @ POR,W,16,2,2,1.0,1,1,1.0,0,0,,0,4,4,1,0,0,0,2,5,12,1
22025,1642949,0022500431,"DEC 26, 2025",LAC @ POR,W,12,0,1,0.0,0,0,,0,1,0.0,0,2,2,0,0,2,1,4,0,4,1
22025,1643007,0022500426,"DEC 26, 2025",IND vs. BOS,L,7,1,2,0.5,1,2,0.5,0,0,,1,0,1,0,0,0,0,0,3,6,1
22025,201142,0022500438,"DEC 27, 2025",HOU vs. CLE,W,29,11,17,0.647,2,4,0.5,6,7,0.857,0,4,4,7,0,0,3,1,30,24,1
22025,201145,0022500438,"DEC 27, 2025",HOU vs. CLE,W,5,1,4,0.25,1,2,0.5,0,0,,0,0,0,1,0,0,0,0,3,-9,1
22025,201566,0022500432,"DEC 27, 2025",SAC vs. DAL,W,28,8,16,0.5,5,9,0.556,0,0,,2,3,5,9,1,0,4,3,21,8,1
22025,201942,0022500432,"DEC 27, 2025",SAC vs. DAL,W,28,3,10,0.3,0,2,0.0,3,3,1.0,0,4,4,6,2,1,0,1,9,8,1
22025,202685,0022500433,"DEC 27, 2025",DEN @ ORL,L,10,2,3,0.667,0,0,,0,0,,1,3,4,1,0,0,3,4,4,-17,1
22025,202691,0022500432,"DEC 27, 2025",DAL @ SAC,L,25,5,13,0.385,4,8,0.5,0,0,,1,4,5,0,1,1,0,0,14,4,1
22025,202696,0022500437,"DEC 27, 2025",CHI vs. MIL,L,26,7,14,0.5,2,4,0.5,0,0,,2,5,7,1,1,1,2,2,16,-8,1
22025,203084,0022500440,"DEC 27, 2025",SAS vs. UTA,L,23,1,4,0.25,1,3,0.333,0,0,,0,2,2,2,0,0,0,1,3,-5,1
22025,203471,0022500432,"DEC 27, 2025",SAC vs. DAL,W,20,4,11,0.364,1,2,0.5,1,1,1.0,0,2,2,5,3,0,1,1,10,0,1
22025,203497,0022500439,"DEC 27, 2025",MIN vs. BKN,L,31,2,6,0.333,0,0,,2,4,0.5,4,4,8,0,2,1,0,2,6,-14,1
22025,203500,0022500438,"DEC 27, 2025",HOU vs. CLE,W,22,3,6,0.5,0,0,,3,6,0.5,5,3,8,1,2,0,3,0,9,26,1
22025,203501,0022500433,"DEC 27, 2025",DEN @ ORL,L,33,6,14,0.429,4,12,0.333,4,4,1.0,0,4,4,2,0,0,0,3,20,-1,1
22025,203507,0022500437,"DEC 27, 2025",MIL @ CHI,W,25,10,15,0.667,1,3,0.333,8,10,0.8,1,7,8,1,1,1,2,2,29,13,1
22025,203903,0022500435,"DEC 27, 2025",NYK @ ATL,W,21,1,5,0.2,0,3,0.0,1,1,1.0,1,1,2,1,1,0,2,4,3,-9,1
22025,203914,0022500437,"DEC 27, 2025",MIL @ CHI,W,22,1,3,0.333,1,3,0.333,0,0,,0,0,0,0,1,0,1,3,3,10,1
22025,203926,0022500432,"DEC 27, 2025",SAC vs. DAL,W,19,3,6,0.5,3,6,0.5,0,0,,0,3,3,1,0,0,0,0,9,-2,1
22025,203939,0022500432,"DEC 27, 2025",DAL @ SAC,L,19,0,1,0.0,0,0,,1,4,0.25,4,7,11,0,0,2,1,0,1,3,1
22025,203944,0022500439,"DEC 27, 2025",MIN vs. BKN,L,34,5,14,0.357,1,3,0.333,2,2,1.0,1,2,3,11,2,0,3,3,13,-8,1
22025,203952,0022500436,"DEC 27, 2025",MIA vs. IND,W,31,12,16,0.75,4,4,1.0,0,0,,5,1,6,3,3,1,2,3,28,13,1
22025,203991,0022500438,"DEC 27, 2025",HOU vs. CLE,W,18,2,6,0.333,0,0,,0,0,,4,4,8,0,1,2,1,1,4,3,1
22025,203994,0022500440,"DEC 27, 2025",UTA @ SAS,W,26,6,12,0.5,2,5,0.4,2,4,0.5,2,5,7,6,0,0,3,5,16,9,1
22025,203999,0022500433,"DEC 27, 2025",DEN @ ORL,L,38,11,22,0.5,0,0,,12,13,0.923,7,14,21,12,1,0,4,1,34,16,1
22025,1626145,0022500433,"DEC 27, 2025",ORL vs. DEN,W,23,0,2,0.0,0,0,,0,0,,1,0,1,6,0,0,0,0,0,-12,1
22025,1626156,0022500432,"DEC 27, 2025",DAL @ SAC,L,13,3,7,0.429,1,2,0.5,0,0,,0,0,0,4,1,0,1,0,7,-3,1
22025,1626157,0022500435,"DEC 27, 2025",NYK @ ATL,W,30,8,15,0.533,3,6,0.5,17,18,0.944,5,10,15,1,0,0,2,3,36,-7,1
22025,1626164,0022500434,"DEC 27, 2025",PHX @ NOP,W,34,6,18,0.333,3,9,0.333,5,8,0.625,0,3,3,4,0,0,4,5,20,0,1
22025,1626167,0022500437,"DEC 27, 2025",MIL @ CHI,W,27,4,9,0.444,2,5,0.4,3,4,0.75,1,4,5,1,0,0,0,1,13,11,1
22025,1626171,0022500437,"DEC 27, 2025",MIL @ CHI,W,24,7,16,0.438,2,3,0.667,1,2,0.5,4,7,11,1,2,0,0,0,17,-9,1
22025,1626181,0022500436,"DEC 27, 2025",MIA vs. IND,W,28,7,19,0.368,1,3,0.333,8,8,1.0,0,5,5,2,2,1,1,1,23,6,1
22025,1626220,0022500434,"DEC 27, 2025",PHX @ NOP,W,33,5,9,0.556,5,8,0.625,0,0,,0,5,5,2,1,1,2,4,15,9,1
22025,1627750,0022500433,"DEC 27, 2025",DEN @ ORL,L,37,9,21,0.429,2,6,0.333,4,4,1.0,0,5,5,3,0,0,2,3,24,6,1
22025,1627783,0022500436,"DEC 27, 2025",IND @ MIA,L,34,14,21,0.667,4,6,0.667,1,1,1.0,4,3,7,5,2,0,5,2,33,-14,1
22025,1627827,0022500438,"DEC 27, 2025",HOU vs. CLE,W,16,1,4,0.25,1,3,0.333,0,0,,1,2,3,2,1,1,0,0,3,20,1
22025,1628366,0022500438,"DEC 27, 2025",CLE @ HOU,L,18,0,2,0.0,0,2,0.0,2,2,1.0,1,0,1,0,2,0,0,1,2,4,1
22025,1628370,0022500432,"DEC 27, 2025",SAC vs. DAL,W,19,3,9,0.333,1,3,0.333,0,0,,0,3,3,3,1,0,2,1,7,-6,1
22025,1628371,0022500433,"DEC 27, 2025",ORL vs. DEN,W,10,1,2,0.5,0,1,0.0,3,4,0.75,1,0,1,2,4,0,0,0,5,17,1
22025,1628374,0022500440,"DEC 27, 2025",UTA @ SAS,W,34,11,16,0.688,5,6,0.833,2,2,1.0,1,4,5,1,3,1,1,3,29,7,1
22025,1628378,0022500438,"DEC 27, 2025",CLE @ HOU,L,30,7,17,0.412,2,5,0.4,0,1,0.0,0,3,3,6,2,1,1,1,16,-3,1
22025,1628379,0022500435,"DEC 27, 2025",ATL vs. NYK,L,5,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-2,1
22025,1628380,0022500437,"DEC 27, 2025",CHI vs. MIL,L,24,5,9,0.556,0,1,0.0,0,1,0.0,4,6,10,2,0,0,0,1,10,0,1
22025,1628384,0022500435,"DEC 27, 2025",NYK @ ATL,W,38,3,10,0.3,2,5,0.4,7,7,1.0,3,7,10,5,3,1,1,4,15,0,1
22025,1628386,0022500438,"DEC 27, 2025",CLE @ HOU,L,18,3,3,1.0,0,0,,0,0,,1,3,4,2,2,1,2,2,6,-5,1
22025,1628396,0022500436,"DEC 27, 2025",IND @ MIA,L,11,1,1,1.0,0,0,,1,2,0.5,2,2,4,0,0,0,1,3,3,-9,1
22025,1628398,0022500437,"DEC 27, 2025",MIL @ CHI,W,23,4,10,0.4,0,2,0.0,4,4,1.0,0,2,2,4,0,1,1,1,12,-2,1
22025,1628415,0022500434,"DEC 27, 2025",PHX @ NOP,W,33,7,18,0.389,2,7,0.286,2,3,0.667,1,3,4,1,2,0,1,2,18,4,1
22025,1628418,0022500438,"DEC 27, 2025",CLE @ HOU,L,12,3,7,0.429,0,2,0.0,1,2,0.5,3,4,7,2,0,1,0,1,7,10,1
22025,1628436,0022500440,"DEC 27, 2025",SAS vs. UTA,L,19,2,3,0.667,0,0,,3,4,0.75,3,5,8,1,0,1,0,1,7,-7,1
22025,1628969,0022500435,"DEC 27, 2025",NYK @ ATL,W,37,6,13,0.462,2,6,0.333,0,0,,0,3,3,8,1,0,1,1,14,9,1
22025,1628971,0022500433,"DEC 27, 2025",DEN @ ORL,L,27,1,3,0.333,0,1,0.0,0,0,,2,1,3,4,2,0,1,4,2,-7,1
22025,1628973,0022500435,"DEC 27, 2025",NYK @ ATL,W,38,15,29,0.517,4,11,0.364,0,0,,1,2,3,5,0,0,3,4,34,2,1
