PERSON_ID,DISPLAY_FIRST_LAST,TEAM_ID,TEAM_NAME,ROSTERSTATUS,TEAM_ABBREVIATION
1631132,Christian Koloko,1610612747,Los Angeles Lakers,,
1631133,Jabari Walker,1610612755,Philadelphia 76ers,,
1631157,Ryan Rollins,1610612749,Milwaukee Bucks,,
1631159,Leonard Miller,1610612750,Minnesota Timberwolves,,
1631165,Keon Ellis,1610612758,Sacramento Kings,,
1631166,Drew Timme,1610612747,,Active,LAL
1631169,Josh Minott,1610612738,Boston Celtics,,
1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,,
1631171,Justin Lewis,0,Free Agent,,
1631172,Ousmane Dieng,1610612760,Oklahoma City Thunder,,
1631173,Terquavion Smith,0,Free Agent,,
1631197,Jared Rhoden,0,Free Agent,,
1631199,Ron Harper Jr.,1610612738,Boston Celtics,,
1631200,Kris Murray,1610612757,Portland Trail Blazers,,
1631204,Marcus Sasser,0,Free Agent,,
1631207,Dalen Terry,1610612741,Chicago Bulls,,
1631209,Isaiah Wong,0,Free Agent,,
1631210,Jacob Toppin,1610612737,Atlanta Hawks,,
1631212,Peyton Watson,1610612743,Denver Nuggets,,
1631213,Tyrese Martin,1610612751,,0.0,BKN
1631216,Caleb Houstan,1610612737,Atlanta Hawks,,
1631217,Moussa Diabate,1610612766,Charlotte Hornets,,
1631218,Trayce Jackson-Davis,1610612744,Golden State Warriors,,
1631219,John Butler Jr.,0,Free Agent,,
1631220,Dereon Seabron,0,Free Agent,,
1631221,Collin Gillespie,1610612756,Phoenix Suns,,
1631222,Jake LaRavia,1610612747,Los Angeles Lakers,,
1631223,David Roddy,0,Free Agent,,
1631230,Dominick Barlow,1610612755,Philadelphia 76ers,,
1631241,Javon Freeman-Liberty,0,Free Agent,,
1631243,Mouhamed Gueye,1610612737,Atlanta Hawks,,
1631245,Quenton Jackson,1610612754,,0.0,IND
1631246,Vince Williams Jr.,1610612763,Memphis Grizzlies,,
1631247,Luke Travers,1610612739,,Active,CLE
1631248,Baylor Scheierman,1610612738,,Active,BOS
1631250,Pete Nance,1610612749,,Active,MIL
1631254,Kenneth Lofton Jr.,0,Free Agent,,
1631255,Karlo Matković,1610612740,,Active,NOP
1631257,Jermaine Samuels Jr.,0,Free Agent,,
1631260,AJ Green,1610612749,Milwaukee Bucks,,
1631288,Jamal Cain,1610612753,Orlando Magic,,
1631303,Justin Minaya,0,Free Agent,,
1631306,Cole Swider,0,Free Agent,,
1631311,Lester Quinones,0,Free Agent,,
1631321,Sidy Cissoko,1610612757,Portland Trail Blazers,,
1631323,Simone Fontecchio,1610612748,Miami Heat,,
1631342,Daeqwon Plowden,1610612758,,Active,SAC
1631367,Jacob Gilyard,0,Free Agent,,
1631451,Javonte Cooke,1610612757,,Active,POR
1631466,Nate Williams,0,Free Agent,,
1641705,Victor Wembanyama,1610612759,San Antonio Spurs,,
1641706,Brandon Miller,1610612766,Charlotte Hornets,,
1641707,Taylor Hendricks,1610612762,Utah Jazz,,
1641708,Amen Thompson,1610612745,Houston Rockets,,
1641709,Ausar Thompson,1610612765,Detroit Pistons,,
1641710,Anthony Black,1610612753,Orlando Magic,,
1641711,Gradey Dick,1610612761,Toronto Raptors,,
1641712,Rayan Rupert,1610612757,Portland Trail Blazers,,
1641713,GG Jackson,1610612763,Memphis Grizzlies,,
1641715,Cam Whitmore,1610612764,Washington Wizards,,
1641716,Jarace Walker,1610612754,Indiana Pacers,,
1641717,Cason Wallace,1610612760,Oklahoma City Thunder,,
1641718,Keyonte George,1610612762,Utah Jazz,,
1641720,Jalen Hood-Schifino,0,Free Agent,,
1641721,Maxwell Lewis,0,Free Agent,,
1641722,Jordan Hawkins,1610612740,New Orleans Pelicans,,
1641723,Kobe Bufkin,0,Free Agent,,
1641724,Jett Howard,1610612753,Orlando Magic,,
1641726,Dereck Lively II,1610612742,Dallas Mavericks,,
1641727,Dariq Whitehead,0,Free Agent,,
1641729,Brice Sensabaugh,1610612762,Utah Jazz,,
1641730,Noah Clowney,1610612751,Brooklyn Nets,,
1641731,Bilal Coulibaly,1610612764,Washington Wizards,,
1641732,Colby Jones,1610612765,Detroit Pistons,,
1641733,Nick Smith Jr.,1610612747,Los Angeles Lakers,,
1641734,Emoni Bates,0,Free Agent,,
1641735,Amari Bailey,0,Free Agent,,
1641737,Adem Bona,1610612755,,Active,PHI
1641738,Kobe Brown,1610612746,LA Clippers,,
1641739,Toumani Camara,1610612757,Portland Trail Blazers,,
1641740,Jaylen Clark,1610612750,Minnesota Timberwolves,,
1641741,Ricky Council IV,0,Free Agent,,
1641744,Zach Edey,1610612763,,Active,MEM
1641747,DaRon Holmes II,1610612743,,Active,DEN
1641748,Andre Jackson Jr.,1610612749,Milwaukee Bucks,,
1641749,Keyontae Johnson,0,Free Agent,,
1641750,Ryan Kalkbrenner,1610612766,,Active,CHA
1641752,Bobi Klintman,1610612765,,Active,DET
1641753,Chris Livingston,1610612739,Cleveland Cavaliers,,
1641754,Seth Lundy,0,Free Agent,,
1641757,Jordan Miller,1610612746,LA Clippers,,
1641763,Julian Phillips,1610612741,Chicago Bulls,,
1641764,Brandin Podziemski,1610612744,Golden State Warriors,,
1641765,Olivier-Maxence Prosper,1610612763,Memphis Grizzlies,,
1641766,Adama Sanogo,0,Free Agent,,
1641767,Ben Sheppard,1610612754,Indiana Pacers,,
1641771,Jalen Slawson,0,Free Agent,,
1641772,Nae'Qwan Tomlin,1610612739,,Active,CLE
1641774,Tristan Vukcevic,1610612764,,Active,WAS
1641775,Jordan Walsh,1610612738,Boston Celtics,,
1641777,Charles Bediako,0,Free Agent,,
1641778,Leaky Black,0,Free Agent,,
1641780,Johni Broome,1610612755,,Active,PHI
1641783,Tristan da Silva,1610612753,,Active,ORL
1641787,Tosan Evbuomwan,1610612752,,Active,NYK
1641788,Alex Fudge,0,Free Agent,,
1641790,PJ Hall,1610612763,,Inactive,MEM
1641793,D'Moi Hodge,0,Free Agent,,
1641796,Pelle Larsson,1610612748,,Active,MIA
1641806,Markquis Nowell,0,Free Agent,,
1641809,Drew Peterson,1610612766,,Active,CHA
1641810,Antonio Reeves,1610612766,,Active,CHA
1641811,Sir'Jabari Rice,0,Free Agent,,
1641813,Mark Sears,1610612749,,Active,MIL
1641816,Hunter Tyson,1610612743,Denver Nuggets,,
1641824,Matas Buzelis,1610612741,,Active,CHI
1641842,Ronald Holland II,1610612765,,Active,DET
1641854,Craig Porter,1610612739,Cleveland Cavaliers,,
1641871,Duop Reath,1610612757,Portland Trail Blazers,,
1641926,Dexter Dennis,0,Free Agent,,
1641931,Onuralp Bitim,0,Free Agent,,
1641936,Miles Norris,0,Free Agent,,
1641989,Elijah Harkless,1610612762,,Active,UTA
1641998,Trey Jemison III,1610612752,,Active,NYK
1642066,Myron Gardner,1610612748,,Active,MIA
1642258,Zaccharie Risacher,1610612737,,Active,ATL
1642259,Alex Sarr,1610612764,,Active,WAS
1642261,Dalton Knecht,1610612747,,Active,LAL
1642262,Cody Williams,1610612762,,Active,UTA
1642263,Reed Sheppard,1610612745,,Active,HOU
1642264,Stephon Castle,1610612759,,Active,SAS
1642265,Rob Dillingham,1610612750,,Active,MIN
1642266,Ja'Kobe Walter,1610612761,,Active,TOR
1642267,Bub Carrington,1610612764,,Active,WAS
1642268,Isaiah Collier,1610612762,,Active,UTA
1642269,Devin Carter,1610612758,,Active,SAC
1642270,Donovan Clingan,1610612757,,Active,POR
1642271,Kyle Filipowski,1610612762,,Active,UTA
1642272,Jared McCain,1610612755,,Active,PHI
1642273,Kyshawn George,1610612764,,Active,WAS
1642274,Yves Missi,1610612740,,Active,NOP
1642275,Tidjane Salaün,1610612766,,Active,CHA
1642276,Kel'el Ware,1610612748,,Active,MIA
1642277,Johnny Furphy,1610612754,,Active,IND
1642278,Tyler Kolek,1610612752,,Active,NYK
1642281,Jaylon Tyson,1610612739,,Active,CLE
1642282,Hunter Sallis,1610612755,,Active,PHI
1642285,Cam Spencer,1610612763,,Active,MEM
1642345,Oso Ighodaro,1610612756,,Active,PHX
1642346,Ryan Dunn,1610612756,,Active,PHX
1642347,Jamal Shead,1610612761,,Active,TOR
1642348,Justin Edwards,1610612755,,Active,PHI
1642349,Ajay Mitchell,1610612760,,Active,OKC
1642352,Keshad Johnson,1610612748,,Active,MIA
1642353,Cam Christie,1610612746,,Active,LAC
1642354,KJ Simpson,1610612766,,Active,CHA
1642355,Bronny James,1610612747,,Active,LAL
1642357,David Jones Garcia,1610612759,,Active,SAS
1642358,AJ Johnson,1610612764,,Active,WAS
1642359,Pacôme Dadiet,1610612752,,Active,NYK
1642363,Nique Clifford,1610612758,,Active,SAC
1642364,Jamir Watkins,1610612764,,Active,WAS
1642366,Quinten Post,1610612744,,Active,GSW
1642367,Jonathan Mogbo,1610612761,,Active,TOR
1642368,N'Faly Dante,1610612737,,Active,ATL
1642377,Jaylen Wells,1610612763,,Active,MEM
1642382,Branden Carlson,1610612760,,Active,OKC
1642383,Walter Clayton Jr.,1610612762,,Active,UTA
1642384,Isaiah Crawford,1610612745,,Active,HOU
1642403,Isaac Jones,1610612765,,Active,DET
1642404,Chaz Lanier,1610612765,,Active,DET
1642419,Jamison Battle,1610612761,,Active,TOR
1642434,Riley Minix,1610612759,,Active,SAS
1642443,Jahmir Young,1610612748,,Active,MIA
1642449,Tolu Smith,1610612765,,Active,DET
1642450,Daniss Jenkins,1610612765,,Active,DET
1642461,Spencer Jones,1610612743,,Active,DEN
1642484,RayJ Dennis,1610612754,,Active,IND
1642843,Cooper Flagg,1610612742,,Active,DAL
1642844,Dylan Harper,1610612759,,Active,SAS
1642845,VJ Edgecombe,1610612755,,Active,PHI
1642846,Ace Bailey,1610612762,,Active,UTA
1642847,Jeremiah Fears,1610612740,,Active,NOP
1642848,Tre Johnson,1610612764,,Active,WAS
1642849,Nolan Traore,1610612751,,Active,BKN
1642851,Kon Knueppel,1610612766,,Active,CHA
1642852,Derik Queen,1610612740,,Active,NOP
1642853,Rasheer Fleming,1610612756,,Active,PHX
1642854,Asa Newell,1610612737,,Active,ATL
1642855,Noa Essengue,1610612741,,Active,CHI
1642856,Egor Dëmin,1610612751,,Active,BKN
1642859,Jase Richardson,1610612753,,Active,ORL
1642860,Will Riley,1610612764,,Active,WAS
1642862,Liam McNeeley,1610612766,,Active,CHA
1642863,Khaman Maluach,1610612756,,Active,PHX
1642864,Hugo González,1610612738,,Active,BOS
1642866,Joan Beringer,1610612750,,Active,MIN
1642867,Collin Murray-Boyles,1610612761,,Active,TOR
1642868,Carter Bryant,1610612759,,Active,SAS
1642869,Noah Penda,1610612753,,Active,ORL
1642873,Amari Williams,1610612738,,Active,BOS
1642874,Danny Wolf,1610612751,,Active,BKN
1642875,Maxime Raynaud,1610612758,,Active,SAC
1642876,Adou Thiero,1610612747,,Active,LAL
1642877,Micah Peavy,1610612740,,Active,NOP
1642878,Tyrese Proctor,1610612739,,Active,CLE
1642879,Ben Saraf,1610612751,,Active,BKN
1642883,Sion James,1610612766,,Active,CHA
1642885,Mohamed Diawara,1610612752,,Active,NYK
1642886,Koby Brea,1610612756,,Active,PHX
1642905,Yang Hansen,1610612757,,Active,POR
1642907,Cedric Coward,1610612763,,Active,MEM
1642914,Javon Small,1610612763,,Active,MEM
1642920,Kobe Sanders,1610612746,,Active,LAC
1642928,Dylan Cardwell,1610612758,,Active,SAC
1642939,Miles Kelly,1610612742,,Active,DAL
1642942,Jahmai Mashack,1610612763,,Active,MEM
1642948,Ryan Nembhard,1610612742,,Active,DAL
1642949,Yanic Konan Niederhäuser,1610612746,,Active,LAC
1642954,Will Richard,1610612744,,Active,GSW
1642959,Chris Youngblood,1610612760,,Active,OKC
1642962,Drake Powell,1610612751,,Active,BKN
1642964,Brooks Barnhizer,1610612760,,Active,OKC
1643007,Taelon Peter,1610612754,,Active,IND
1643024,Chris Mañon,1610612747,,Active,LAL
1643141,Jahmyl Telfort,1610612746,,Active,LAC
